1461146701005,2016-04-20 20:05:01.005,3.891118,-10.7866331,-5.7596862,normal
1461146701009,2016-04-20 20:05:01.009,4.5468369,-12.5318885,-6.080288,normal
1461146701016,2016-04-20 20:05:01.016,5.3971506,-11.5254156,-7.0310387,normal
1461146701023,2016-04-20 20:05:01.023,5.9049881,-13.4173266,-6.7473179,normal
1461146701026,2016-04-20 20:05:01.026,5.6396943,-13.322561,-6.7128161,normal
1461146701032,2016-04-20 20:05:01.032,5.0540888,-13.4417701,-6.1129935,normal
1461146701036,2016-04-20 20:05:01.036,3.1922369,-13.0510979,-6.9101264,normal
1461146701043,2016-04-20 20:05:01.043,2.4220464,-13.5248998,-6.1706801,normal
1461146701046,2016-04-20 20:05:01.046,-0.2841259,-13.0217679,-5.3641697,normal
1461146701050,2016-04-20 20:05:01.050,-0.1591228,-13.2019257,-4.8866768,normal
1461146701055,2016-04-20 20:05:01.055,-0.8909596,-14.4952488,-4.3219144,normal
1461146701059,2016-04-20 20:05:01.059,-0.6613758,-14.5820052,-6.0584774,normal
1461146701063,2016-04-20 20:05:01.063,1.1995188,-13.9340827,-6.6364922,normal
1461146701068,2016-04-20 20:05:01.068,2.1609215,-12.7856787,-6.1241557,normal
1461146701075,2016-04-20 20:05:01.075,1.9337546,-11.5965877,-7.559789,normal
1461146701079,2016-04-20 20:05:01.079,2.1446266,-10.8339964,-6.8022411,normal
1461146701086,2016-04-20 20:05:01.086,3.9003989,-9.0512911,-7.4540762,normal
1461146701090,2016-04-20 20:05:01.090,4.1332733,-8.5606172,-6.037753,normal
1461146701096,2016-04-20 20:05:01.096,2.6803704,-8.1166296,-5.9370706,normal
1461146701100,2016-04-20 20:05:01.100,2.9404789,-7.0412834,-4.6578598,normal
1461146701104,2016-04-20 20:05:01.104,4.4847454,-7.6427962,-3.3199003,normal
1461146701111,2016-04-20 20:05:01.111,5.4642903,-7.5688595,-3.5658782,normal
1461146701118,2016-04-20 20:05:01.118,6.2005069,-6.1646302,-4.6371528,normal
1461146701124,2016-04-20 20:05:01.124,6.208412,-4.8164961,-4.5253187,normal
1461146701127,2016-04-20 20:05:01.127,5.668852,-5.1863784,-2.8777469,normal
1461146701133,2016-04-20 20:05:01.133,8.3451561,-5.1969632,-2.2608717,normal
1461146701139,2016-04-20 20:05:01.139,8.8651159,-4.5720207,-0.9804593,normal
1461146701146,2016-04-20 20:05:01.146,11.1310918,-6.2475761,-0.5639217,normal
1461146701150,2016-04-20 20:05:01.150,12.07655,-5.6668355,-1.1572496,normal
1461146701155,2016-04-20 20:05:01.155,13.0384803,-3.9643339,-2.5431922,normal
1461146701158,2016-04-20 20:05:01.158,14.8002243,-2.5126894,-5.3189752,normal
1461146701161,2016-04-20 20:05:01.161,14.8496717,-2.2512962,-6.5849315,normal
1461146701167,2016-04-20 20:05:01.167,14.9597669,-2.3085375,-5.261762,normal
1461146701170,2016-04-20 20:05:01.170,12.4753694,0.1068348,-4.6314036,normal
1461146701177,2016-04-20 20:05:01.177,10.47228,-4.4306446,-2.9851431,normal
1461146701181,2016-04-20 20:05:01.181,9.3974953,-2.0595024,-1.7164184,normal
1461146701187,2016-04-20 20:05:01.187,8.0044047,0.8565603,-0.5569624,normal
1461146701192,2016-04-20 20:05:01.192,7.7567649,-1.5231255,-0.4309077,normal
1461146701195,2016-04-20 20:05:01.195,6.9017524,-3.364234,-0.982725,normal
1461146701202,2016-04-20 20:05:01.202,6.6008025,-3.153726,-0.8680556,normal
1461146701208,2016-04-20 20:05:01.208,6.0883769,-1.8352118,0.7232213,normal
1461146701215,2016-04-20 20:05:01.215,5.9447426,-3.23138,0.6122742,normal
1461146701222,2016-04-20 20:05:01.222,4.6047862,-3.0626738,1.241913,normal
1461146701229,2016-04-20 20:05:01.229,5.0505381,-4.3664422,1.6727482,normal
1461146701233,2016-04-20 20:05:01.233,4.7336197,-5.1726717,1.6242177,normal
1461146701237,2016-04-20 20:05:01.237,3.0978981,-3.8552507,2.2414403,normal
1461146701241,2016-04-20 20:05:01.241,4.4033255,-3.7876646,1.4063456,normal
1461146701246,2016-04-20 20:05:01.246,2.4625567,-3.3928247,1.7229243,normal
1461146701253,2016-04-20 20:05:01.253,2.3953223,-4.0834323,1.3797404,normal
1461146701257,2016-04-20 20:05:01.257,2.7757717,-5.9169168,2.2496085,normal
1461146701260,2016-04-20 20:05:01.260,1.9330593,-6.2967509,2.3262086,normal
1461146701265,2016-04-20 20:05:01.265,1.5304727,-6.2423134,1.7639347,normal
1461146701270,2016-04-20 20:05:01.270,2.2897383,-7.0829132,2.0007123,normal
1461146701277,2016-04-20 20:05:01.277,1.6255282,-7.3154845,3.0590417,normal
1461146701282,2016-04-20 20:05:01.282,3.4070402,-6.4719033,3.5685945,normal
1461146701285,2016-04-20 20:05:01.285,3.5594124,-8.5717373,2.615347,normal
1461146701291,2016-04-20 20:05:01.291,2.2263143,-7.9239584,2.3482627,normal
1461146701297,2016-04-20 20:05:01.297,3.2278303,-7.3686235,2.7179909,normal
1461146701301,2016-04-20 20:05:01.301,2.6593159,-8.725724,2.7067964,normal
1461146701307,2016-04-20 20:05:01.307,2.1589165,-8.6204287,1.5679377,normal
1461146701310,2016-04-20 20:05:01.310,2.3813676,-7.9358295,2.2924322,normal
1461146701315,2016-04-20 20:05:01.315,2.2357427,-8.6249244,2.3455992,normal
1461146701320,2016-04-20 20:05:01.320,3.4229516,-7.861516,3.2494639,normal
1461146701327,2016-04-20 20:05:01.327,2.2259931,-7.458332,1.8649662,normal
1461146701333,2016-04-20 20:05:01.333,2.6023714,-8.2405685,3.5671758,normal
1461146701336,2016-04-20 20:05:01.336,2.5614738,-6.7888078,3.1596356,normal
1461146701342,2016-04-20 20:05:01.342,3.6040508,-7.7140493,1.7894344,normal
1461146701347,2016-04-20 20:05:01.347,3.37815,-7.8726353,2.0169817,normal
1461146701352,2016-04-20 20:05:01.352,3.2132132,-7.7861799,2.723678,normal
1461146701359,2016-04-20 20:05:01.359,4.6352186,-8.3475026,2.7344233,normal
1461146701364,2016-04-20 20:05:01.364,4.0253452,-8.4940355,1.1460838,normal
1461146701368,2016-04-20 20:05:01.368,3.5494364,-8.8541406,1.0145234,normal
1461146701371,2016-04-20 20:05:01.371,3.9606046,-8.2696925,0.5909691,normal
1461146701377,2016-04-20 20:05:01.377,4.9271426,-7.9971604,1.0690311,normal
1461146701381,2016-04-20 20:05:01.381,4.7762057,-8.9427434,1.502127,normal
1461146701386,2016-04-20 20:05:01.386,3.4860772,-8.9259941,0.3256001,normal
